,excerpt_and_book
and the castle was filed with Ught 1 They rode away BA withthe seven princesses Uo» and each of the princes married his princess Z & cand each of the servants wed one of the maids atta wedding feast full of delight11 Castle poems pg16/817_right.png,1
"“Of course I will. Where do you live?” said Nelly. “Number 28,” said the voice “I’ll be round as soon as possible,” said Nelly. At 6.30, Nelly walked up the garden path of Number 28. Nelly the monster",1
"Welcome, Fact Detective! We hope you enjoy this book. Your quest today is to find out which bird has the longest beak in the world. You'll discover the answer in one of the ‘Find out!’ buttons! Good luck — and happy reading! Activit ®> Find out! ty <@> Find out!Beaks and feet pg24/1708_left.png",1
"AY xT ra Max pulled his foot. He managed to wriggle it a bit. “It’s working!” he yelled. He pulled harder and the crystals cracked, then burst apart. He shot into the air. Cat was just behind him.One step ahead pg24/1326_left.png",1
DOOHICKEY and the ROBOT Jonathan Emmett. Mlustrated by Stephen Lewis OXFORD Doohickey and the Robot,1
Reais Peers tt Peete ert prec SRD Sea oe the secret garden,1
Teresa HeapyColour codes pg24/40_right.png,1
"They went inside the rocket and it took off. Nadim turned on the computer and looked at the screen. “We'll soon be home,” he said.Red planet pg24/377_left.png",1
Ant looked down. His arm was glowing blue. “What's happening?” he asked.An amazing find pg24/730_right.png,1
“ALERT! ALERT!” said the ship. Another space worm was coming straight for them! This one was much bigger. “She has found us!” said Max.Worm song pg24/642_right.png,1
The second layouts are checked by the editor and author. The editor ‘proofreads' the text to check that all the words that have been changed or added are correct. The author checks that all the information in the text and the pictures are absolutely right. An indexer writes the index. This is the list of important words in the text. It tells you the numbers of the pages where you will find them.Making a book pg24/761_right.png,1
"All the children started to shake, The carriage itself began to quake! The Giant was so ear angry that he reached out of the window and gave Den a push. 22The lazy giant pg32/1629_left.png",1
"Alien TNs Cat, Ant and Sey Mega-Meeb! C find the fra Planet ceed pO en Cue] Ce Cece eer peer) enn en a cistern Ce OXFORD — tow tosetintouen: rere rr Mean foe eee uO Cane CeSave the world pg32/2055_left.png",1
"Five, six, I can do tricks. Seven, eight, Up at the gate. 4 Number poems pg16/1274_right.png",1
"Tiger sat on a stool next to the cow. The woman showed him what to do. “Easy!” he said. But it was not as easy as it looked. Instead of hitting the bucket, the jet of milk shot off to one side. SPLAT/ It hit Ant on the arm. “There's something wrong with this cow!” muttered Tiger.Escape of the giant chicken pg32/5_left.png",1
"Suddenly, the wind began to blow. “Hooray!” said the Vikings. “Now we can put up the sail. The wind can blow the ship along and we won't have to work so hard.” Viking adventure",1
Julia’s family Julia and Malcolm had eB three children.A biography pg24/1433_left.png,1
Kipper ran into Biff’s room. Biff looked at Kipper’s long dirty nails. “Yuk!” said Biff. “You look like a troll.”Kipper and the trolls pg24/1396_left.png,1
A football looks like a honeycomb.Patterns pg16/66_right.png,1
"“Phew!” said Max. “Iam glad you got me back,” said Nok. “I prefer playing with toys to being a toy!”Molly's new toy pg16/342_right.png",1
"But Gran had hurt her arm. She had to strap it up. How did you hurt it, Gran?No tricks, Gran! pg16/1139_right.png",1
"Bryn looked down. A small, brown crab looked up at him, its eyes on stalks. The crab gave a little wave with its claw. “Oh, hello. What do you mean?” Bryn asked, “Why don’t I know the half of it?”Beach detectives, pg48/2414_left.png",1
"dimorphodon GS ue mare there Dimorphodon (say die-mor-foa-don) had huge wings made of skin, like a bat. Its wings could spread wider than your outstretched arms.The dinosaur hunters pg24/255_right.png",1
"Luse dry ice to clouds of white smoke inside my theatre. This adds a feeling of mysteryRabbits, hats and secrets pg24/1447_right.png",1
"“NOW!” barked Hot Dog. He stopped right beside a curly white poodle that was standing by the front door of the Grand Hotel. Pooch and Mooch stopped too. Hot Dog put his black nose in the air ~ Just like the curly white poodle. He held his tail very straight in the air just like the curly white poodle. ne Pooch and Mooch put their black noses in the air. They held their tails very straight in the air. (Well Mooch tried, but his stumpy tail wouldn't go straight up in the air.) 12Hot Dog pg24/278_left.png",1
"The adventure so far aS Sy ae Max, Cat, Ant and Tiger were on a school trip to the woods. Nok the alien was with them too. They shrank. Then they found Nok’s spaceship under a pile of leaves! They met Seven the robot. Tiger pushed a button ... and they blasted off into space!Dont press the buttons pg24/696_left.png",1
"“You can look for them, too,’ said Queen Norah. ‘But the main job is to find a new cleaner.’ ‘What about me?’ asked Princess Jane. “You can stay at home. And don't let any burglars in, Or your friends.” Queen Norah sent for her royal cases and bags and began her royal tour. u(13)/997_right.png",1
"Long ago and far away, in a land of trolls and magic, there lived a poor farmer. His house was falling down, his family were in rags and his money was almost gone. Now winter was coming on ... “Listen to the wind and the rain!” the farmer wailed. “What can I do? Won’t somebody please help me?”East of the sun west of the moon pg32/603_left.png",1
"Cat, Ant, Tiger and I have made some new micro-friends «an alien called Nok and his robot, Seven! Together, we travelled through space on board the micro-ship Excelsa to Nok’s home, Planet Exis. When we got there, we found that Planet Exis had been taken over by a space villain called Badlaw and his army of robotic Krools. Now, Nok wants our help to defeat Badlaw!Battle with the beast pg24/1379_left.png",1
"Ben and Amy looked, but none of the clocks in the house were wind-up ones. “We'll never find a clock that goes TICK TOCK!” said Amy. “Yes we will!” shouted Ben. He ran out to the garage and looked in an old cardboard box. “I've got one!” he said. “It used to be Gran’s!”Hero pg24/192_right.png",1
"NATURE RESERVE Wilma wanted to see the orchids. “T’'ll show you one later,” said Sally.The orchard thief pg24/486_right.png",1
"Chinese New Year Dragons, lions, Red and gold. \ In with the New Year, Out with the old. Banners flying, Bands playing. Lion prancing, Dragon swaying. 14Special day poems pg16/1355_left.png",1
‘ WHEEEEE! stretohy ¢ S \ Boing! Elastic bands are made of rubber from rubber trees. They last longer if you keep them in the fridge! Let’s use elastic bands to hold our Bin Goblin together.Bin goblins pg24/2104_left.png,1
"“This path has to come to an end soon,” muttered Max. He tried to step forwards but found he couldn’t lift his foot. Crystals were forming round his boots. “T can’t move,” he yelled. “Me neither!” exclaimed Cat.One step ahead pg24/1323_right.png",1
"Just then, the twig made a cracking sound. “I am going to fall!” shouted Tiger. “Quick! Save him, Nok!” said Ant.The parachute pg16/371_left.png",1
"Don't try this at home! OK - they have killed people. But nowhere near as many as sharks — and stairs. (Remember those killer stairs?!) There are around 200 different types of stingray. They can be as small as your hand or bigger than an adult! Stingrays eat crabs and shellfish. They are quite shy, although some stingrays will let divers hand-feed them. In aquariums, some stingrays even swim up to get their backs scratched! i tiScratch's bad reputation pg24/1653_right.png",1
"Wow! Are you learning any other aerial events? Lately I've been learning the straps, too. The straps are two long pieces of canvas that hang down from the roof. We use them for somersaults and hanging upside down. It’s a lot of fun but it makes your hands pretty sore! CIRCUS FACT!  The trapeze was designed in 1850 by a young Frenchman called Jules Léotard. He made his own trapeze over a swimming pool and used the pool as a safety net!Skill and thrills pg24/286_right.png",1
The water butt fell over.Everyone got wet pg24/1205_left.png,1
Brachiosaurus has a long neck that stretches about 13 metres. That's as long as three cars parked end to end! It helps them to reach the soft leaves at the very top of the trees. footprint is big A brachiosaurus skeleton. } enough for me to sit int ‘How big? 5 metres (nr ‘the name mean? neans acrvizard. I Brachiosours means‘artzar vrs called this because is Front eS Tonger than its back leas. How do you say it? brachiosaurus| (Gay brakeee-ch-SOREUS Dinosoar safari,1
"He fixed on his elephant ears. Two flicks and a waggle meant: ""What's going on?” But Maya and Miko didn’t run up to greet him. ""What's going on?"" he signalled 28Eric's talking ears pg48/2232_left.png",1
"Heat the oven to 180°C (gas mark 4). . Heat the oil in a roasting tin, then carefully add the chicken pieces and roast them in the oven for 10 minutes. . Use a spoon to coat each piece of chicken | with jerk paste. . Put the chicken back into the oven and roast it for 45 minutes. . While the chicken is roasting, pour the kidney beans into a sieve over a large pan, collecting the juice in the pan. . Add the water, coconut milk, rice and salt to the juice from the beans and then simmer ‘on the hob for 10 minutes. Add the beans . Drain and serve straight away with the roast chicken.Tasty travels pg24/968_right.png",1
"People who live in warm, dry lands around the world should look out for scorpions. A scorpion has eight legs and two pincers like claws at the front, like a crab. It has a high tail that waves around and carries a very nasty sting!Things that sting pg24/401_left.png",1
"The grizzly bear is a predator. But this food chain does not end with the grizzly bear! No, a food chain never ends! When a grizzly bear dies, it is eaten by bugs in the ground. They break it down in the soil, and make it into food for the plants ... Then the chain starts again! by grizzly \\ caten by bugs bear make food for G8 QaAQ® 25 ma ct.Who eats who pg16/791_right.png",1
"Mr Fitzwarren continued, “Now, would any of you boys like to share in this big adventure? If you give something small to the Captain, he will try to trade it for you.” “Why don’t you send something?” Alice asked Dick. “T have nothing to send,” he told her.Dick Wittington/449_left.png",1
"“Come on,” he called. Chip didn’t want to go inside. “It may not be safe,” he said. “Why not?” said Nadim. “This is a magic adventure.”Red planet pg24/366_right.png",1
Tiger shot off in the buggy. Then he saw a dragonfly.The race pg16/993_left.png,1
". weet the Teacher * Ari’s circus school was set up by a successful circus performer, Diana Zhang. Diana grew up in China, where she learned gymnastics and circus skills. She has performed all around the world. Diana, what inspired you to set up the circus school? I wanted to share my love of the circus and the skills I gained in China with young people. I also wanted to open people's minds to everything the circus can be. Diana as a young circus performerSkill and thrills pg24/289_left.png",1
Exercise * Ride your bike or your skateboard * Go fo a dance class. * Walk with your family or friends * Play at the park. Rest * Go to bed early whenever you can * Do not have too many late nights. Eat Well * Eat plenty of fresh fruit and vegetables. * Don't eat sweets and junk food very often. Whats inside me,1
Hero kept everyone very busy. Dad covered the floor with newspapers. Hero ripped them up. Amy put water in his bowl. Hero spilt it on the floor. Ben brushed his fur. Hero bit the brush.Hero pg24/185_left.png,1
"“So we had one big house,’ grinned g Franklin, “Then the old comer shop downstairs was made into a little flat for Mrs Cox and Zack. Now you get lots of bedrooms upstairs... ‘... and Mrs Cox and Zack get a safe place downstairs.” ‘So everybody's happy.’ “Except Mr Bragg,’ Franklin grinned. ‘He's bought number forty!”Stinky street pg32/121_right.png",1
"“I can't wait to go inside a pyramid!” said Ant eagerly. “It will be fun but let’s all remember what we have to do,” said Max. “We must find the BITE and the CODE key as quickly as possible.”Into the pyramid pg32/68_left.png",1
The three pods blasted out into space. Each flew off in a different direction.Tiger x4 pg24/1686_right.png,1
"There was also a big red button, labelled ‘Gravity’ Spanner was not sure what ‘Gravity’ was, ‘ll press it very quickly,’ said Spanner, ‘to see what it does.’ He pressed the red button.Purple comet and the purple planet pg32/634_right.png",1
"But Ho painted a gale. The gale became real. It took the farmer, far, far away.The magic paintbrush pg24/1329_left.png",1
"Chapter 5 — Off the track The two drivers weaved in and out, as the planks crashed down around them. Tiger steered his car up a piece of plastic gutter that was leaning against a shelf. Cat was behind him now. Close book 9Power racers pg24/2196_right.png",1
"“But what is in your pocket, Sue?”Sue kangaroo pg24/1340_right.png",1
"Suddenly, some of the spikes broke away from the ceiling. Tiger dodged round them, but the spikes stabbed into the ground in front of Ant. His path was blocked. Krool 1 was gaining fast. Ant quickly pressed the button on his watch and shrank. He squeezed between the spikes just in time.One step ahead pg24/1322_left.png",1
"Nok was too little to join in. “I have a plan,” said Max.Goal pg16/246_right.png",1
"Pe Cun od Edvard Munch Norwegian painter and printmaker 12 December 1863- 23 January 1944 + The sud things that happened wo Edvard’ family made him feel unhappy and worried all his life. He tied to express chose feelings in his are + Edvards portraits dida' show how people looked on the ‘outside, They showed how peuple fel inside + Hisnew sile of art became known as expressionism, Great artists",1
"Spanner found a metal rod. SQ He fastened the flag to one end of the rod and put the other end into a hole in his chest. There was a noise like an electric pencil sharpener. When he took the rod out again, it had @ nice sharp point. 16Purple comet and the purple planet pg32/640_left.png",1
Tiger had a micro-buggy.The race pg16/989_right.png,1
The rich farmer had lots of food to eat. But the children and workers were hungry.The magic paintbrush pg24/1323_left.png,1
"WRITEN BY ISABEL THOMAS, UUSIRATED BY SALLY JANE THOMPSON, Contents ‘A tip tothe gallery 2 Leonardo de Vine 4 Claude Monet 9 Edvard Munch 15 Pablo Picasso, 20 Barbar Hepworth 26 Back to the gallery 20 Glossary and index 22 OXFORD Great artists",1
"The two cars sped down the track. Cat was in the lead. She couldn’t see Tiger. “There are no mirrors,” Cat said to herself. She flipped up her watch. Four coloured dots appeared on the screen. The red dot told her that Tiger was right behind her. He was catching up fast.Power racers pg24/2195_left.png",1
"Cat headed towards an island. As she touched down on the beach her holo-board blinked out. She put Tiger on the sand, and he grew back to normal size. “Thanks, Cat!” he said. Close book 9 Holo",1
"I hadn't forgotten about you, Frank. Ive got you down to walk the plank’ —Pirate Poems pg16/168_right.png",1
"“Take this bell, Astrid,” said the bear. “If there is anything you want, just ring it.” “All I want is a soft bed and sweet dreams,” Astrid yawned. ‘That night she dreamed of a handsome young prince who sat beside her bed while she slept. The same thing happened the next night, and the night after that.East of the sun west of the moon pg32/605_left.png",1
"Ladybird, Ladybird Ladybird, ladybird, don’t fly away. Live in my garden, I want you to stay. iia, Tve little green bugs all over my trees. So come back and eat them ladybird, please. Tony Mitton 168 Minibeast poems pg16/340_left.png",1
"The Little Blue Book “What about the things in this box, Dad?"" asked Eric. “Shall I throw them out?” Eric was at the zoo, where Dad was a zoo keeper. It was the summer holidays. He was helping Dad clear out some old cupboards, “What are they?"" asked Dad. ""Yuk!"" said Eric “They're animals’ ears! Loads of them!""Eric's talking ears pg48/2220_right.png",1
This is called Tied to Tide. It was also made by Jennifer Turpin and Michaelie Crawford. Its made of planks of wood and some ladders! It is in Sydney Harbour. The ladders move in the waves and the wind. Sometimes the ladders spin around in a full circle! @Outdoor art pg24/841_right.png,1
"On 4th June 1913, Emily Davison stood up for her beliefs in the most dramatic way. At an important horse race, she ran in front of a horse owned by the king. She was willing to risk her life to draw attention to what she believed. The horse knocked her down and trampled her She was badly injured and died four days later. ‘OUR S000: NUMBER MANY. SPECIAL FEATURES. The Daily Mirror. evs ections were front-page news cs of THE DERDY COURSE AND SYATOHES AT THE BRIDLE. OF Emily's funeral fama =) procession 10 © EReal heroes pg24/693_left.png",1
ild acastle? jthing you need shape the towers sur motte from your moat? ? ILOVE this book because wn castle! 2 97e.0-10-84107 UML) Close book 9 So you want to build a Castle,1
Let's Get Rolling Fun on Wheels - Fast Wheels Crazy Wheels Wild Wheels Wrap-up Glossary and IndexWild wheels pg24/719_right.png,1
"Cat looked at the Krool. “We have to find the fragment before their ship gets here,” she said. “What are we waiting for?” Tiger yelled. “Let’s go!” Find out what happens next in Ant's Pact. 26, Holo",1
Can you find the animal in this picture? Can you see its fins? wyAnimal Magic pg16/64_right.png,1
"Dad and Mum looked at each other. Then Dad said, “It will take a little while for us to pack everything away. You and Glyn can investigate until we're done. But then we're going home. OK?” Bryn stood, legs wide, hands on his hips. “Bryn and Glyn, Beach Detectives, are on the case. Glyn, hunt for clues.”Beach detectives, pg48/2405_left.png",1
How Many? How many ears has a rabbit? How many tails has a dog? How many feet has a baby? How many eyes has a frog? «4 Number poems pg16/1275_right.png,1
Grumptus plants Information es! s Grumptus plants are the most aggressive plants in the galaxy. They can move their limbs to defend themselves. Their spines are so sharp that a grumptus attack can be fatal. Edible Grumptus plants are sweet and juicy beneath their leathery skin but you have to be brave to try to eat one! Habitat Grumptus plants only grow in very hot places.Grumptus attack pg32/603_left.png,1
"“Abhhhh! Thank you for the drink.” Kree-Ator's face glowed brighter. “| have not had a drink in such a long time.” “Where’s Nok?” asked Cat. Max explained that Nok was trying to stop the Krools from reaching the fragment. Suddenly, the sinister sound of hissing Meebs carried through the tunnel. 21Save the world pg32/2048_right.png",1
HUGE HORRIBLE BEAST and other stories Sean Taylor Illustrated by Tim Archbold Close bookThe huge and horrible beast and other stories pg64/2008_right.png,1
"“Pm glad to hear it,” said Oona. “I have a job that needs doing. If you're stronger than Finn is, you'll find it easy.” “Tm sure I will,” said Angus. “Pm glad to hear it?” Oona said, “Pd like you to turn the house around.” Angus stared. “Turn the house around?” he said. “Why, yes,” said Oona. “Finn always turns the house around at this time of the day. I like the sun to shine in the door.”Finn MacCool pg32/39_left.png",1
"“Work in a pear?’ said Otto ‘How? It will have to be a big pear. Not to0 juicy. We could all get sticky.’ Jo laughed. ‘Oh, Otto! You don't understand anything!” &) \ © bOh Otto pg32/519_right.png",1
We hope you enjoy this book. Your quest today is to find out who got stuck in a kettle. You'll discover the answer in one of the ‘Find out!’ buttons! Good luck - and happy reading! Activity <@> Find out!Edward Lear's Scrapbook pg16/515_left.png,1
"Plants are fantastic, from the roots to the top. Come and see!Plants for dinner pg24/217_right.png",1
Cat and Tiger raced out across the pond./media/kafaka/Data/Work/Zulu/Books/Images_For_OCR/Oxford owl- Original bands/5/5  Flying high pg16/1413_left.png,1
"She didn't even say hello. ‘Have you heard this rubbish? Have yor swallowed. Ie wasn’t just the way she spoke Sophia even looked intimidating. Her dark eyes gave offa death stare. “You mean about the photo competition? Lasked. Sophia nodded sharply. ‘Miss Bartlett says we have to work together? Td known she was going to be annoyed, but I was still a bit hurt. ‘Ie’s not that bad, is it? Being in ateam with me?’ She sighed and rolled her eyes. ‘Look, Martin, it’s nothing personal. I just don't sce how teams work. tsa ridiculous idea. ‘Tknow; I admitted. ‘Miss Bartlett says she’s going to explain it at Art Club. So I guess we'll hear then, but it sounds like we have to do it, We can’t enter otherwise. “Yeah? Sophia scowled. ‘And Lam going to enter? “You mean we are; I pointed out. ‘Since we don’t have a choice. 11 Double Exposure",1
"In Lane Three we have Terry Tiger, Champion of the Jungle. Toad’s knees ue began to knock. aeToad swims for his life pg24/125_left.png",1
"Planet Celeston is one of the brightest planets in the Beta-Prime Galaxy. It is known as the ‘diamond planet’ because of its sparkling, diamond-like appearance. Known Surface forms conditions > Minatrolls » Strong gravity > Pyrite > Frequent ones mineral stormsThe crystal planet pg24/1892_left.png",1
"“L’ve got a better idea,” Max said, pressing the button on his suit. His power boots blasted into life. Before they knew it, the bootsThe mines of moxor pg32/582_left.png",1
"The children were in the garden. “Come and smell this flower,” said Mum. “It smells so sweet!” hp, — vosThe stinky plant pg24/186_left.png",1
"“The baby makes the whistling sound to call its mother,” explained Seven. “That means she could be here at any ...” Cat started to say.Worm song pg24/642_left.png",1
The balloons hit the top of the helter-skelter.Helter skelter pg16/71_right.png,1
"“Uh, oh,” said Ant. “I think we'd better get out of here!” Coughing and spluttering, Ant and Tiger ran for the split in the side of the jammer. They wriggled through and jumped to the ground as ... KABOOOOM! The control panel blew up!Spaceship graveyard pg32/164_right.png",1
"Think back! Who did Brer Fox catch and put in the sack? 2. How did Brer Rabbit make sure that Brer Fox wasn't dead? 3. Which trick to catch Brer Rabbit did you most ‘expect to succeed? Why? 4, What do you think made Brer Rabbit such successful trickster? 5. On page 62, Brer Rabbit is quivering with the giggles. Can you think of any other words that mean the same ‘9s quivering? What next? 2% + What do you think rer Rabbit would have done if rer Wolf had seen the hors-cart behind the trees? ‘© What do you think Brer Rabbit's enemies might try next to catch Brer Rabbit? ‘+ What do you think would have happened if Brer Rabbit, hadn't taken off the coffee pot to show his enemies who he was? suas ‘roe sans sow. mang ng BD #Og ioscan amano Oxford oor ee eos teocing OWL rnwoxtordowtco.ukBrer rabbits trickbag pg64/2160_right.png",1
"“Tt takes a long time to learn,” said the Captain. “But what’s to stop you?” “Don’t let him take over the controls just yet,” joked Nadim’s dad. “I'm a nervous passenger.” “Oh Dad!” said Nadim.The flying machine pg32/454_right.png",1
"oe swith you, This pages foran adul to read with you Now you have read ... The Chase Finding words Find words and phrases that describe Hawkwing and the Virus-B1T8's movements. Make a table tke this sped swivelled ‘What other words could you use to describe their movements? How would this affect the story? Macro Marvel’s story \Whot id Macro Marvel do while Team x wos inside his body? Put these into the correct order gave a huge jerk Think about the story Where in Macro Marvel's body do you tink Team X wil end up next? @Mission Marvel pg32/558_left.png",1
‘There IS a bear!’ Charlie said. ‘There really They ran screaming back to their classroom. ‘Help! Help! We've seen a bear.Oh Otto pg32/523_right.png,1
"Close book I also have a white dove called Ice Cream. In one of my tricks, I make him appear suddenly in my hands. Ice Cream was named by a boy who came to my show. He thought the dove's white feathers looked like vanilla ice cream!Rabbits, hats and secrets pg24/1443_right.png",1
"Crépes with fruit Serves 6 Ingredients the juice of half a lemon 15g (grams) icing sugar 300g fresh fruit, washed 250g plain flour *""# Food fact Ye a pinch of salt pela plain flour for ~~ 2 eggs gluten-free flour, 4 600 ml (millilitres) of milk a little sunflower oil \ Y Always wash your hands with soap before you start to cook.Tasty travels pg24/962_left.png",1
"4. Super mass: up {0 six Fiders race against each ‘ther. The first three riders go through to the next round 5.GP format: GP stands for Grand Pris (which means, ‘Big Prize’ in French). It is based on the formal Used in Formula | car racing. The rider with the lastest qualitying time starts at the front and the slowest starts at the back, A maximum of 24 competitors are allowed to enterDownhill racers pg32/885_right.png",1
"There were motorways out there. The animals would get run over. And where would they find food? There were no keepers to feed them outside the gates. ""I can't believe this is happening!” thought Eric, horrified. He had to find out more. He crept along the side of the elephant pen so he could see what Maya and Miko were saying. He felt like a spy. “We will escape today!"" they were telling the kangaroos. ""Pass it on!”Eric's talking ears pg48/2234_left.png",1
"It’s Pancake Day! It’s Pancake Day! Sit down for your tea. There are pancakes for you! There are pancakes for me! Dad’s made some pancakes, Crisp and golden brown, Sprinkle them with sugar And gobble them down! John FosterSpecial day poems pg16/1351_right.png",1
Most Fun? = 7 re Victoria enjoyed picnics and ae drinking tea in her carriage Sane Sa. She liked to eat cake and pie. 8 Victoria kept a diary and wrote letters to her children and friends. She probably wrote over 60 million words in her lifetime!Pick your queen pg24/1297_right.png,1
"Mark takes a deep breath and concentrates on keeping his body straight as he hits the water. When he bobs back to the surface, he grabs his backpack and holds on to it like afloat. The current pulls him downstream, Liam is nowhere to be seen Washed up on the river bank, Mark staggers out of the water. He needs to rest but he can’t - rot until he knows Liam is safe. He climbs a tree to get a better view of the river. He is relieved to see his brother walking ‘towards him. Liam is soaking wet and has lost his backpack but apart from that he looks fine. They sit in the sun and eat the dried meat and fruit that Mark has in his backpack, while their clothes dry out. ‘Once they have recovered, they check the map, which Mark has been carrying in his backpack. As the river has washed them up downstream, they have further to walk to get to tthe hut they are looking for. They set off After a while they find the hut, hidden in the forest. It is empty except for a large glass tank The boa constrictor is coiled up in one comer oft Big Game Adventure",1
"“What do you know about a birthday cake that has disappeared from our picnic?” Bryn asked. The donkey blinked a few times and then answered slowly. “Nothing.” “I found your hoofprint near our picnic blanket!” Glyn insisted. “Where?” the donkey asked. “There.” Bryn pointed to where Mum and Dad were shaking sand out of the basket. “Oh,” the donkey drawled. “I was there this morning, when the tide was in, That's why my hoofprint is near your blanket, but I haven’t been up there for hours.” Bryn felt his excitement drain away, like air from a drooping balloon. Their clue wasn’t a clue after all. “Did you see anyone else go near our blanket?”Beach detectives, pg48/2408_right.png",1
"Cat grabbed the candyfloss stick. She lifted it above her head and sprinted across the sand. The wasps buzzed excitedly behind her. On the far side of the sandpit, she threw the stick with all her strength. The candyfloss sailed through the air like a javelin. The wasps swarmed round it. 5Treasure Hunt pg24/311_right.png",1
"There's no pay for this job, and you can't leave until your training is over. Also, you stink! But at least you make leather! Apprentices had almost no control over what happened to them. In 1347, a young apprentice tanner called Ellis was given away to a new master. He had no say in it at allTop 10 worst jobs in history pg24/931_right.png",1
"As he set down on the beach, his holo-board blinked out. Max turned to face his opponent. He offered his hand for Trikob to shake. Before Max knew what was happening, Trikob had pushed him to the sand.The contest pg32/549_right.png",1
The Krools were so busy following their prey that they forgot to watch each other. There was a huge crash as they smashed together. Tiger whooped in triumph! alThe trap pg24/1928_right.png,1
"We are travelling through space on board the micro-ship Excelsa with our new friends, Nok and Seven. We're on a mission to save Planet Exis (Nok’s home planet), which is running out of power. We need to collect four fragments that have been hidden throughout the Beta-Prime Galaxy. Together the fragments form the Core of Exis. Only the Core will restore power to the planet. It’s not easy. A space villain called Badlaw wants the power of the Core for himself. His army of robotic Krools is never far behind us!The crystal planet pg24/1889_left.png",1
“It’s not fair.” said Kipper. But then the key began to glow. It was time for a magic adventure.Kipper and the trolls pg24/1396_right.png,1
"Winter When it snows, I love sledging, having snowball fights and building snowmen. I warm up again indoors by helping Mum make food for our Christmas party. Hooray for summer holidays! On New Year's Eve, there’s a huge party in the city with fireworks and music. Tomorrow, we're going to the beach for some fun in the sun. FIREWORKS!Season swap pg24/1355_left.png",1
"or CE The friends followed Breni down the narrow path. It wound around the inside of the crater. The deeper they went, the colder it became.The secret whirlpool pg24/1051_left.png",1
"“This is Alex,” said Sally. “He is a botanist. He works here.”The orchard thief pg24/493_left.png",1
"Miss Turner came over. “Chelsea, Robot can manage.” And she led Chelsea Carter back to her seat. “I've got a teapot like that at home!” said the lady Mayor. ""Can I pour?” And she helped Robot to make the tea 24Space poems pg32/704_left.png",1
"So You Want to BUILD cAStTt Alex Woolf Illustrated by George Bletsis, Martin Bustamante and Will Morris OXFORD So you want to build a Castle",1
"an hee This il ellow the ‘entre population 10 travel unimpedk to diferent per history, where moke our new homes Time Runs Out",1
Mind you don tumble off! There are zip wires to glide down. You can use nets and ladders to scramble back up.Stampede pg24/1367_right.png,1
"an hee The Grand ite Gemstone has just arrived at the Lexis City Gallery,” said the Head. “It’s the rarest jewel in the world, so the police will be busy patrolling nearby.” Evan gasped very villain around must want that gemstone.” At that moment, a shrill, bleeping sound came from a screen, and Police Commissioner Jordan's face appeared.False alarms pg24/2160_left.png",1
"Then he said, ‘I don't think I can be a deer...but I can quack like a duck’ He flapped his arms, like wings, and went: ‘Quack! Quack! Quack!’ Charlie joined in: ‘Quack! QUACK! QUACK!’Oh Otto pg32/516_left.png",1
"The journey took ten weeks. ee Columbus thought he had arrived in Asia. But actually, he had found the continent of America! Columbus's actual route qHistory's marvellous mistakes pg24/752_right.png",1
“What a fantastic flower!” said the botanist. “What a pong!” said Wilf.The stinky plant pg24/193_right.png,1
"In the years to come, Dick became a merchant with apprenties of his own. And ships too. And a comfortable home. Dick and Alice married. Master Dick Whittington was made Lord Mayor of London three times over. He wore red and gold and the crowds cheered for him.Dick Wittington/459_left.png",1
or CE si I'm the Best! The male uses his colourful tail to attract a female. He spreads it out like a fan and shakes it! a ll N § =‘ The peacock with the \y most eyespots usually attracts the most females. ) ih isColour codes pg24/45_left.png,1
"Having two Liams in the same house caused problems. In the morning Tiny Tina would shout upstairs, “Hey Liam. Do you need your football kit today?” ""Yes please,” one Liam would shout. “No ta!” shouted the other Liam. Tiny Tina got very confused! Big liam",1
"When Berharga was one year and seven months old, Darma wrote to say that soon Berharga would be too big to stay at the sanctuary. He needed to move to a national park, where he could have his own space but still be safe. Our class wrote goodbye letters to Berharga and made thank-you cards for Darma,Our class tiger pg24/99_left.png",1
"“Yes,” said Nok. “His name is Arkon. We also call him The Old One.” “Where can we find him?” asked Tiger. Before Nok could speak, the friends were surrounded by a blue glow ... 23The empty planet pg24/1509_right.png",1
He wanted to play a trick.The snowman pg16/126_right.png,1
A scorpion will sting a person if it feels threatened. A scorpion’s sting is painful and can make a person very ill.Things that sting pg24/402_right.png,1
Dad fell in.By the stream pg16/9_left.png,1
You can see a pyramid being made. Look at the MITEs lifting huge stones. It’s a very tiring job! You can also take a ride in the desert!Into the pyramid pg32/67_right.png,1
"It was not a spook. It was Gran’s night dress with a bright light under it.No tricks, Gran! pg16/1145_right.png",1
"As he sat on the pillow, magic happened. Frog grew and grew. He changed into... a boy! “Who are you?” said the Princess: * *The frog prince pg24/1537_right.png",1
Mum was cross.The toys' party pg16/474_left.png,1
Pat the dragon often. Do not go near a dragon’s mouth! It is boiling hot!Dragon training pg24/1221_right.png,1
He hit the paint pots and they fell.Cat's painting pg16/131_left.png,1
But when he saw what had happened to the other animals he began to laugh. They were all so dizzy they could not swim at all! 23Toad swims for his life pg24/133_right.png,1
Close book Side kick The side kick is harder to do than a front kick but it’s more powerful! Let’s look at Alex's side kick. I snap my leg { out fast to do a side kick.Flying kicks pg24/995_right.png,1
